reference_path,deformed_path,volume_cm3,force_N,contact_area_mm2,max_depth_mm,mm_per_px,estimated_grating_period_px,ftp_output_dir,force_model_type
./Force/FINAL_reference.jpg,./Final_demos_images/FINAL_E_deformed.jpg,0.11378655442935222,3.2960528395288056,304.914771865451,1.1214957237243652,0.030378426119953176,65.83619546657023,./Multimodal_Sensor/run_output/session_20260101_195039/force_sensing/ftp_run,growth
