reference_path,deformed_path,volume_cm3,force_N,contact_area_mm2,max_depth_mm,mm_per_px,estimated_grating_period_px,ftp_output_dir,force_model_type
./Force/FINAL_reference.jpg,./Final_demos_images/FINAL_P_deformed.jpg,0.09709512564796216,2.557286790972208,327.0289970254414,0.9775881767272949,0.030378426119953176,65.83619546657023,./Multimodal_Sensor/run_output/session_20260101_194609/force_sensing/ftp_run,growth
