reference_path,deformed_path,volume_cm3,force_N,contact_area_mm2,max_depth_mm,mm_per_px,estimated_grating_period_px,ftp_output_dir,force_model_type
./Force/FINAL_reference.jpg,./Final_demos_images/FINAL_ROUND_METAL.jpg,0.21950436806104176,12.169759841071881,343.2434499762836,1.7482119798660278,0.030378426119953176,65.83619546657023,./Multimodal_Sensor/run_output/session_20260101_195157/force_sensing/ftp_run,growth
